row	column	plot	family	individual	chemotype	n.thc	n.cbd	n.cbc	n.cbg	n.thcv	n.cbdv	n.cbl	n.cbn	sum.n.cannabinoids	thca	cbda	cbca	cbga	thcva	cbdva	cbla	sum.a.cannabinoids	tp.thc	tp.cbd	tp.cbc	tp.cbg	tp.thcv	tp.cbdv	tp.cbl	sum.tp.cannabinoids	sum.na.thc	sum.na.cbd	sum.na.cbc	sum.na.cbg	sum.na.thcv	sum.na.cbdv	sum.na.varins	sum.na.cannabinoids	sum.na.thc.prop	sum.na.cbd.prop	sum.na.cbc.prop	sum.na.cbg.prop	sum.na.thcv.prop	sum.na.cbdv.prop	sum.na.cbl.prop	sum.na.minor.prop	thc.decarb	cbd.decarb	sum.cannabinoids.decarb	cbd.thc.diff.decarb	sum.na.cbd.thc.ratio	sum.na.cbd.cbc.ratio	sum.na.cbd.cbg.ratio
11	1	11	19-1154	GVA-H-19-1154-011	BdBd	0.034775378	0.280598488	0.026216631	0	0	0.002278186	0	0	0.343868683	0.427015011	13.17333693	0.514974622	0.379009179	0	0.094004968	0.03274568	14.62108639	0.409267543	11.83361498	0.477849374	0.332770059	0	0.083780493	0.028717961	13.16600041	0.461790389	13.45393542	0.541191253	0.379009179	0	0.096283154	0.096283154	14.96495507	0.030858121	0.899029456	0.036163908	0.02532645	0	0.006433909	0.002188158	0.070112423	0.075305547	0.020856239	0.022978264	-0.054449309	29.13429066	24.85985378	35.49765062
12	1	12	19-1154	GVA-H-19-1154-012	BdBd	0.034631839	0.321445291	0.023825112	0.043663117	0	0.003532735	0	0	0.427098094	0.424100785	11.2194148	0.51626435	0.343308632	0	0.105768834	0	12.6088574	0.406568227	10.16087207	0.476588947	0.345088096	0	0.095234314	0	11.48435165	0.458732624	11.54086009	0.540089462	0.386971749	0	0.109301569	0.109301569	13.0359555	0.035189797	0.885309872	0.041430754	0.029684955	0	0.008384623	0	0.079500331	0.075494607	0.027852802	0.032763083	-0.047641805	25.15814112	21.36842302	29.82352102
13	1	13	19-1154	GVA-H-19-1154-013	BdBd	0.042695255	0.372736131	0.059017153	0.054878832	0	0.003023723	0	0	0.532351094	0.440136496	13.7799781	1.133225182	0.495445985	0	0.095351825	0	15.94413759	0.428694962	12.45777692	1.052855638	0.489880407	0	0.085693755	0	14.51490169	0.482831751	14.15271423	1.192242335	0.550324817	0	0.098375548	0.098375548	16.47648868	0.029304287	0.858964219	0.072360219	0.033400613	0	0.005970662	0	0.111731494	0.088426776	0.026336724	0.032309742	-0.062090052	29.31189633	11.87066909	25.71701983
14	1	14	19-1154	GVA-H-19-1154-014	BdBd	0.025930524	0.23391697	0.044655239	0.031663326	0	0.00359385	0	0	0.339759909	0.366375513	10.76764237	1.225156606	0.221161503	0	0.085223918	0.072570615	12.73813053	0.347241849	9.677139328	1.119117582	0.225843126	0	0.077482987	0.063644429	11.5104693	0.392306037	11.00155934	1.269811845	0.252824829	0	0.088817768	0.088817768	13.07789043	0.029997654	0.841233485	0.097096076	0.019332233	0	0.006791445	0.005549107	0.128768861	0.066097693	0.021262165	0.025979718	-0.044835528	28.0433088	8.663928741	43.51455268
15	1	15	19-1154	GVA-H-19-1154-015	BdBd	0.037061321	0.314752005	0.048956604	0.029325354	0	0.001810613	0	0	0.431905897	0.370248467	11.24139623	0.953513208	0.269406722	0	0.088825118	0	12.92338975	0.361769227	10.1734565	0.885187687	0.265864456	0	0.07882199	0	11.76509986	0.407309788	11.55614824	1.002469812	0.298732076	0	0.090635731	0.090635731	13.35529564	0.030497999	0.865285842	0.075061596	0.022368062	0	0.006786501	0	0.104216159	0.090990499	0.027236757	0.032339673	-0.063753742	28.37188935	11.52767704	38.68398864
16	1	16	TJ's CBD	TJ's CBD 1	BdBd	0.03320625	0.286979009	0.025925943	0.034805307	0	0.003254009	0	0	0.384170518	0.393352005	11.10410377	0.519533844	0.217376533	0	0.085197877	0.047766509	12.36733054	0.378175958	10.02527802	0.481557124	0.225661903	0	0.077120568	0.041891228	11.2296848	0.426558255	11.39108278	0.545459787	0.25218184	0	0.088451886	0.088451886	12.75150106	0.033451611	0.893313088	0.042776124	0.01977664	0	0.006936586	0.003745952	0.073235301	0.077846929	0.025193304	0.030127474	-0.052653625	26.70463564	20.88345108	45.17011526
17	1	17	19-1164	GVA-H-19-1164-001	BdBd	0.031132674	0.287425814	0.047515116	0.043193372	0	0	0	0	0.409266976	0.433907093	12.90916744	1.47654	0.419497674	0	0.084551512	0.099673256	15.42333698	0.411669195	11.60876566	1.342440696	0.41151233	0	0.073306161	0.087413446	13.93510749	0.465039767	13.19659325	1.524055116	0.462691046	0	0.084551512	0.084551512	15.83260395	0.029372286	0.833507444	0.096260547	0.029223939	0	0.005340342	0.006295443	0.13712027	0.066946262	0.021780304	0.025849631	-0.045165958	28.3773436	8.658868774	28.5213932
18	1	18	19-1164	GVA-H-19-1164-002	BdBd	0.036377316	0.280031829	0.058447981	0.044290261	0	0	0	0	0.419147387	0.406507482	10.57735867	1.255511401	0.348462827	0	0.042702969	0.103095606	12.73363896	0.392884378	9.556375383	1.15953148	0.350240623	0	0.037023474	0.090414846	11.58647018	0.442884798	10.8573905	1.313959382	0.392753088	0	0.042702969	0.042702969	13.15278634	0.033672318	0.825482161	0.099899698	0.029860828	0	0.003246686	0.007838309	0.140845521	0.082137197	0.025791817	0.031867574	-0.05634538	24.51515732	8.263109688	27.64431606
19	1	19	19-1164	GVA-H-19-1164-003	BdBd	0.028585	0.262738214	0.044894286	0.045178571	0	0	0	0	0.381396071	0.365834643	11.30882857	1.286016071	0.291377857	0	0.046276786	0.087114643	13.38544857	0.349421982	10.18058087	1.17273038	0.301008329	0	0.040121973	0.076399542	12.12026308	0.394419643	11.57156678	1.330910357	0.336556428	0	0.046276786	0.046276786	13.76684464	0.028649967	0.840538779	0.096675047	0.024446882	0	0.003361466	0.006327858	0.130811254	0.072473571	0.0227055	0.027703957	-0.049768071	29.33821119	8.694474968	34.38224863
20	1	20	19-1164	GVA-H-19-1164-004	BdBd	0.043972137	0.353278414	0.072494273	0.04228348	0	0	0	0	0.512028304	0.332888656	9.913784141	1.261537335	0.282360132	0	0.038797137	0.085725661	11.91509306	0.335915488	9.047667106	1.178862516	0.290195676	0	0.033637118	0.075181405	10.96145931	0.376860793	10.26706256	1.334031608	0.324643612	0	0.038797137	0.038797137	12.42712137	0.030325671	0.826181885	0.107348401	0.026123798	0	0.003121973	0.006898272	0.143492444	0.116680052	0.034408908	0.041202487	-0.082271144	27.24364738	7.696266335	31.62564171
21	1	21	19-1164	GVA-H-19-1164-005	BdBd	0.048673908	0.499703883	0.056809951	0.0522375	0	0.006945146	0	0	0.664370388	0.459578883	14.41935437	1.158437257	0.301420267	0	0.158643204	0.094921238	16.59235522	0.451724588	13.14547767	1.072759425	0.316884494	0	0.144488804	0.083245926	15.2145809	0.508252791	14.91905825	1.215247208	0.353657767	0	0.16558835	0.16558835	17.25672561	0.029452447	0.864535868	0.070421657	0.020493909	0	0.009595583	0.005500536	0.106011685	0.095767124	0.033494332	0.038499215	-0.062272792	29.35361796	12.27656246	42.18501513
22	1	22	19-1164	GVA-H-19-1164-006	BdBd	0.024430227	0.205672841	0.037838523	0.036474886	0	0	0	0	0.304416477	0.291495	8.233615909	0.985744432	0.301729091	0	0.045142159	0.075488523	9.933215114	0.280071342	7.426553993	0.90233639	0.301393028	0	0.039138252	0.066203435	9.015696439	0.315925227	8.43928875	1.023582955	0.338203977	0	0.045142159	0.045142159	10.23763159	0.03085921	0.824339954	0.099982398	0.033035373	0	0.004409434	0.007373632	0.144800836	0.077329143	0.024370874	0.029735049	-0.052958269	26.71293087	8.244850804	24.95325107
23	1	23	19-1164	GVA-H-19-1164-007	BdBd	0.044003688	0.368482972	0.053461822	0.047728633	0	0.001004772	0	0	0.514681887	0.445307375	13.69991974	1.175686334	0.264529393	0	0.098270824	0.108761063	15.79247473	0.434538256	12.38331258	1.084538737	0.27998544	0	0.086205576	0.095383452	14.36396405	0.489311063	14.06840271	1.229148156	0.312258026	0	0.099275596	0.099275596	16.30715662	0.030005909	0.862713411	0.075374769	0.019148527	0	0.006087854	0.00666953	0.107280679	0.089929886	0.026192239	0.031561719	-0.063737646	28.75145031	11.44565254	45.05377457
24	1	24	19-1164	GVA-H-19-1164-008	BdBd	0.032167954	0.341794885	0.059687474	0.046137056	0	0.001874843	0	0	0.481662212	0.456211691	12.29192067	1.517491127	0.363168789	0	0.096367641	0.124314301	14.84947422	0.432265607	11.12180931	1.390527192	0.364999253	0	0.085425588	0.109023642	13.50405059	0.488379645	12.63371556	1.577178601	0.409305845	0	0.098242484	0.098242484	15.33113643	0.031855411	0.824056039	0.102874213	0.026697685	0	0.006408037	0.008108616	0.144088551	0.065866697	0.027054186	0.031417254	-0.038812511	25.86863659	8.010326508	30.86619873
25	1	25	19-1164	GVA-H-19-1164-009	BdBd	0.046571429	0.432957143	0.100233673	0.049794898	0	0	0	0	0.629557143	0.430473129	12.62178231	1.57374932	0.269051701	0	0.073685034	0.131345238	15.10008673	0.424096363	11.50226023	1.480411827	0.286022291	0	0.063884924	0.115189774	13.87186541	0.477044558	13.05473945	1.673982993	0.318846599	0	0.073685034	0.073685034	15.72964388	0.030327741	0.829945011	0.10642218	0.020270427	0	0.004684469	0.008350172	0.139727249	0.097624904	0.033164748	0.040023611	-0.064460156	27.3658702	7.798609369	40.94363714
26	1	26	19-1164	GVA-H-19-1164-010	BdBd	0.024299049	0.21487611	0.032924524	0.029418393	0	0	0	0	0.301518076	0.260842706	7.529372093	0.651177273	0.214459091	0	0.03845074	0.076066808	8.770368711	0.253058102	6.818135436	0.604006992	0.217713475	0	0.033336792	0.066710591	7.992961387	0.285141755	7.744248203	0.684101797	0.243877484	0	0.03845074	0.03845074	9.071886787	0.031431362	0.853653533	0.075408987	0.026882774	0	0.00423845	0.008384894	0.114915106	0.085217435	0.027746542	0.033236534	-0.057470893	27.15929206	11.32031554	31.75466663
27	1	27	19-1164	GVA-H-19-1164-011	BdBd	0.034697817	0.289155786	0.059773362	0.042229913	0	0.001631659	0	0	0.427488537	0.324103821	9.431816594	1.299845961	0.240431004	0	0.050480895	0.107106223	11.4537845	0.318936868	8.560858939	1.19973827	0.253328335	0	0.045398595	0.093932158	10.47219316	0.358801638	9.72097238	1.359619323	0.282660917	0	0.052112554	0.052112554	11.88127304	0.030198922	0.818175994	0.114433808	0.023790457	0	0.004386109	0.009014709	0.151625084	0.096704734	0.029745562	0.035980028	-0.066959172	27.09288741	7.149775099	34.39093202
28	1	28	19-1164	GVA-H-19-1164-012	BdBd	0.039541858	0.349186927	0.089512844	0.037173509	0	0	0	0	0.515415138	0.39042695	9.856052752	1.792304243	0.297220872	0	0.044461583	0.141280046	12.52174645	0.381946293	8.992945191	1.661363665	0.298133435	0	0.038548192	0.1239026	11.49683938	0.429968808	10.20523968	1.881817087	0.334394381	0	0.044461583	0.044461583	13.03716158	0.032980247	0.782780793	0.144342545	0.025649324	0	0.003410373	0.010836718	0.18423896	0.09196448	0.034216436	0.039534306	-0.057748045	23.73483725	5.423077381	30.51857405
29	1	29	19-1164	GVA-H-19-1164-013	BdBd	0.037474782	0.404688865	0.054405459	0	0	0.006580349	0	0	0.503149455	0.33247893	9.609078603	1.100653166	0.081118231	0	0.088717795	0.093089738	11.30513646	0.329058804	8.8318508	1.019678286	0.071221807	0	0.083498677	0.0816397	10.41694807	0.369953712	10.01376747	1.155058625	0.081118231	0	0.095298144	0.095298144	11.80828592	0.03133001	0.848028879	0.097817637	0.006869603	0	0.008070447	0.007883425	0.120641111	0.101295867	0.040413248	0.042609864	-0.060882619	27.06762263	8.669488502	123.4465711
30	1	30	19-1164	GVA-H-19-1164-014	BdBd	0.037875	0.322873303	0.063809389	0.048474774	0	0.002774321	0	0	0.475806787	0.365907692	11.07218552	1.492977828	0.257519796	0	0.07739457	0.08657138	13.35255679	0.358776046	10.03318	1.373150944	0.274577155	0	0.069875413	0.0759231	12.18548266	0.403782692	11.39505882	1.556787217	0.30599457	0	0.080168891	0.080168891	13.82836357	0.029199601	0.824035235	0.11257928	0.022128039	0	0.005797424	0.006260421	0.146765165	0.093800454	0.028334501	0.034408033	-0.065465954	28.22077085	7.319599428	37.23941514
31	1	31	19-1164	GVA-H-19-1164-015	BdBd	0.028892722	0.272851266	0.053631646	0.042707595	0	0	0	0	0.398083229	0.371473101	10.75556962	1.342388924	0.220478481	0	0.050729747	0.110226266	12.85086614	0.354674632	9.705485823	1.230906732	0.236287701	0	0.043982691	0.096668435	11.66800601	0.400365823	11.02842089	1.39602057	0.263186076	0	0.050729747	0.050729747	13.24894937	0.030218685	0.832399655	0.105368398	0.019864675	0	0.003828964	0.008319623	0.13738166	0.072165805	0.024740737	0.0300464	-0.047425068	27.54585994	7.899898557	41.90351197
1	2	32	19-1169	GVA-H-19-1169-001	BdBd	0.022485102	0.230712867	0.038252032	0.045440181	0	0.0042	0	0	0.341090182	0.369235327	10.53872235	1.100514786	0.263529684	0	0.104631603	0.05242009	12.42905384	0.346304484	9.473172368	1.003403499	0.276819244	0	0.0949156	0.045972419	11.24058761	0.391720429	10.76943522	1.138766818	0.308969865	0	0.108831603	0.108831603	12.77014402	0.030674707	0.84332919	0.089174156	0.024194705	0	0.008522347	0.004104894	0.125996103	0.057400892	0.021422931	0.026709971	-0.035977961	27.49265655	9.457103111	34.85594046
2	2	33	19-1169	GVA-H-19-1169-002	BdBd	0.024244444	0.229310802	0.031966049	0	0	0	0	0	0.285521295	0.327502469	10.4350679	0.884484568	0.237431173	0	0.075811728	0.058596296	12.01889413	0.311464109	9.38086535	0.807659015	0.20846457	0	0.065728768	0.051388952	10.82557076	0.351746913	10.6643787	0.916450617	0.237431173	0	0.075811728	0.075811728	12.30441543	0.028587048	0.866711528	0.074481443	0.01929642	0	0.006161343	0.004762217	0.104701424	0.068925819	0.0215025	0.023204783	-0.047423319	30.3183292	11.63661031	44.91566363
3	2	34	19-1169	GVA-H-19-1169-003	BdBd	0.022309184	0.212160884	0.026615306	0.026935714	0	0	0	0	0.288021088	0.274756122	8.344659864	0.625512245	0.233922789	0	0.060416667	0.051051701	9.590319388	0.263270303	7.530427585	0.575189545	0.232319923	0	0.05238125	0.044772342	8.698360947	0.297065306	8.556820748	0.652127551	0.260858503	0	0.060416667	0.060416667	9.878340476	0.03007239	0.866220472	0.066015901	0.026407118	0	0.006116075	0.005168044	0.103707138	0.075098585	0.024794359	0.029156829	-0.050304226	28.80451057	13.12139126	32.8025372
4	2	35	19-1169	GVA-H-19-1169-004	BdBd	0.027494548	0.228080742	0.021030626	0.04255058	0	0.003329582	0	0	0.322486078	0.397121694	11.33046404	0.47387645	0.30079942	0	0.098993735	0.056048492	12.65730383	0.375770274	10.16489771	0.436620273	0.306652471	0	0.08915715	0.049154527	11.4222524	0.424616242	11.55854478	0.494907076	0.34335	0	0.102323317	0.102323317	12.97978991	0.032713645	0.890503226	0.038129051	0.026452662	0	0.00788328	0.004318136	0.076783129	0.064751522	0.019732652	0.024845246	-0.04501887	27.22115557	23.35497984	33.66403024
5	2	36	19-1169	GVA-H-19-1169-005	BdBd	0.030512022	0.28856191	0.05615764	0	0	0.00095191	0	0	0.376183482	0.402350899	11.22176629	1.349452247	0.259791236	0	0.092596854	0.097468989	13.42342652	0.38337376	10.13005095	1.239627261	0.228096705	0	0.081233382	0.085480303	12.14786236	0.432862921	11.5103282	1.405609887	0.259791236	0	0.093548764	0.093548764	13.79961	0.031367765	0.834105326	0.101858668	0.018825984	0	0.006779088	0.00706317	0.134526909	0.070488879	0.025069825	0.027260443	-0.045419054	26.59116233	8.18884977	44.30606812
6	2	37	19-1169	GVA-H-19-1169-006	BdBd	0.026581818	0.20718474	0.030573701	0	0	0.002134091	0	0	0.26647435	0.34826461	8.375714286	0.762182792	0.04916039	0	0.085033442	0.052656818	9.673012338	0.332009881	7.552686169	0.69900801	0.043162822	0	0.075858085	0.046180029	8.748904996	0.374846428	8.582899026	0.792756493	0.04916039	0	0.087167533	0.087167533	9.939486688	0.037712856	0.86351532	0.079758293	0.004945969	0	0.008769822	0.00529774	0.098771824	0.070913889	0.024139249	0.026809669	-0.04677464	22.89710768	10.82665245	174.5897261
7	2	38	19-1169	GVA-H-19-1169-007	BdBd	0.025780866	0.240769476	0.038723235	0.033824487	0	0.003558998	0	0	0.342657062	0.319185308	9.141266515	0.997976651	0.253825968	0	0.087308884	0.048782118	10.84834544	0.305706381	8.25766021	0.913948758	0.256683687	0	0.0792558	0.042781917	9.856036754	0.344966174	9.382035991	1.036699886	0.287650455	0	0.090867882	0.090867882	11.19100251	0.030825315	0.838355276	0.092636909	0.025703725	0	0.008119727	0.004359048	0.13081941	0.074734475	0.025662817	0.030618978	-0.049071658	27.19697379	9.049905491	32.61609995
8	2	39	19-1169	GVA-H-19-1169-008	BdBd	0.011344699	0.145360843	0.018594578	0.040300843	0	0	0	0	0.215600963	0.28262747	7.979775904	0.703869036	0.225160482	0	0.055484096	0.053024819	9.299941807	0.25920899	7.143624311	0.635887723	0.237991746	0	0.048104711	0.046502766	8.371320247	0.293972169	8.125136747	0.722463614	0.265461325	0	0.055484096	0.055484096	9.51554277	0.030893894	0.853880535	0.075924583	0.027897655	0	0.005830891	0.005572443	0.115225572	0.038591065	0.017890264	0.022657768	-0.020700801	27.63913596	11.24643039	30.60761016
9	2	40	19-1169	GVA-H-19-1169-009	BdBd	0.020979231	0.192026044	0.016647692	0.03109978	0	0	0	0	0.260752747	0.336302637	10.10939341	0.431674945	0.310042747	0	0.053809451	0.056896813	11.29812	0.315916644	9.057964065	0.395226619	0.303317312	0	0.046652794	0.049898505	10.16897594	0.357281868	10.30141945	0.448322637	0.341142527	0	0.053809451	0.053809451	11.55887275	0.03090975	0.891213155	0.038786017	0.029513477	0	0.004655251	0.00492235	0.077877095	0.058718992	0.018640736	0.022558666	-0.040078255	28.83275189	22.97769197	30.19681992
10	2	41	19-1169	GVA-H-19-1169-010	BdBd	0.02226934	0.210575236	0.035080896	0.03190967	0	0	0	0	0.299835142	0.308120165	8.933476415	0.891418868	0.330935731	0	0.057312028	0.077583608	10.59884682	0.292490725	8.045234052	0.816855243	0.322471242	0	0.049689528	0.068040824	9.594781614	0.330389505	9.144051651	0.926499764	0.362845401	0	0.057312028	0.057312028	10.89868196	0.030314629	0.839005275	0.085010258	0.033292595	0	0.00525862	0.007118623	0.130680096	0.067403291	0.023028658	0.027511138	-0.044374633	27.67658026	9.869459234	25.20095783
11	2	42	19-1169	GVA-H-19-1169-011	BdBd	0.030351196	0.286477826	0.029045543	0.040013804	0	0.00139663	0	0	0.387284999	0.375671739	10.04726739	0.468919891	0.404850978	0	0.070929457	0.061608587	11.42924804	0.359815311	9.097931327	0.440288287	0.395472963	0	0.062892469	0.054030731	10.41043109	0.406022935	10.33374522	0.497965434	0.444864782	0	0.072326087	0.072326087	11.81653304	0.034360581	0.874515831	0.042141416	0.037647657	0	0.006120754	0.005213762	0.091123588	0.074752418	0.027722556	0.032774842	-0.047029862	25.45113669	20.75193279	23.22895773
12	2	43	19-1169	GVA-H-19-1169-012	BdBd	0.024736149	0.209493243	0.021905068	0	0	0.002371959	0	0	0.258506419	0.345406419	9.704168919	0.396279054	0.03808277	0	0.069374324	0.06186723	10.61517872	0.327657578	8.720049385	0.369441798	0.033436672	0	0.062519498	0.054257561	9.567362492	0.370142568	9.913662162	0.418184122	0.03808277	0	0.071746283	0.071746283	10.87368514	0.034040214	0.911711351	0.038458362	0.003502287	0	0.006598157	0.005689629	0.054248435	0.066828706	0.021131771	0.02377358	-0.045696935	26.78336138	23.70645283	260.3188309
13	2	44	19-1169	GVA-H-19-1169-013	BdBd	0.033907429	0.31451533	0.028176651	0	0	0	0	0	0.37659941	0.390815448	11.03861321	0.472218396	0.080523113	0	0.074521344	0.05604941	12.11274092	0.376652577	9.995379115	0.442312184	0.070699293	0	0.064610005	0.049155333	10.99880851	0.424722877	11.35312854	0.500395047	0.080523113	0	0.074521344	0.074521344	12.48934033	0.03400683	0.909025476	0.040065771	0.006447347	0	0.005966796	0.00448778	0.056967694	0.079834242	0.027702966	0.030153667	-0.052131276	26.73067347	22.68833117	140.9921713
14	2	45	19-1169	GVA-H-19-1169-014	BdBd	0.027124103	0.226882735	0.02123509	0	0	0.001357063	0	0	0.276598991	0.27634843	7.694165919	0.363965583	0.045525673	0	0.048457399	0	8.428463004	0.269481676	6.974666246	0.340432906	0.039971541	0	0.043369628	0	7.667921997	0.303472533	7.921048654	0.385200673	0.045525673	0	0.049814462	0.049814462	8.705061995	0.034861617	0.909935927	0.044250193	0.005229793	0	0.005722471	0	0.055202457	0.089379104	0.028643017	0.0317745	-0.060736086	26.10136929	20.5634341	173.9908085
15	2	46	19-1169	GVA-H-19-1169-015	BdBd	0.032439055	0.253363479	0.022145737	0	0	0.003370507	0	0	0.311318778	0.412478917	10.66638249	0.412336521	0.064058641	0	0.089253456	0.05298076	11.69749079	0.394183065	9.607780923	0.383764866	0.056243487	0	0.080753253	0.046464127	10.56918972	0.444917972	10.91974597	0.434482258	0.064058641	0	0.092623963	0.092623963	12.00880956	0.037049299	0.909311278	0.036180294	0.005334304	0	0.007713001	0.004411824	0.053639424	0.072910193	0.023202324	0.0259242	-0.049707869	24.54327911	25.13277762	170.4648397
